employee_id,name,gender,city,province,latitude,longitude,department,job_title,hire_date,birth_date,termination_date,education_level,salary,performance_rating,overtime
SUF0684,Dr. Hardana Prakasa,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2019-07-05,1988-02-06,,SMA/SMK,6877136,Satisfactory,No
BAF0326,Winda Laksmiwati,Female,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Logistics Specialist,2020-03-30,1971-10-09,,Diploma,9658415,Good,Yes
TAF0195,Kairav Zulkarnain,Female,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Representative,2021-10-15,2000-02-11,,SMA/SMK,6468523,Satisfactory,No
SUM0829,Intan Wacana,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2024-02-05,1984-12-31,,Diploma,5000000,Good,No
UBF0071,Luwar Setiawan,Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Marketing Coordinator,2023-09-14,1983-12-06,,Sarjana (S1),8935648,Excellent,Yes
JAM0316,Widya Fujiati,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2016-11-27,1995-04-04,2024-06-16,SMA/SMK,6811270,Good,No
SUM0830,"Dt. Luwar Pradana, S.E.I",Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Technical Support,2018-07-26,1984-10-11,,Diploma,7242320,Satisfactory,Yes
SUM0831,R. Michelle Yuliarti,Male,Surakarta,Jawa Tengah,-7.556,110.8317,IT,Technical Support,2016-12-27,1976-06-02,2017-11-11,Diploma,6790925,Good,No
BAM0369,Mila Halimah,Male,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Marketing Coordinator,2017-12-30,1994-08-28,,Sarjana (S1),10627049,Excellent,Yes
TAM0236,"Drs. Bakiadi Thamrin, S.IP",Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2021-08-26,2003-07-04,,SMA/SMK,5000000,Good,No
BAM0370,Ir. Suci Pangestu,Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Logistics Specialist,2015-05-25,2002-06-16,2020-12-26,Diploma,10751069,Satisfactory,Yes
DEM0087,Gilang Purwanti,Male,Denpasar,Bali,-8.6705,115.2126,HR,Payroll,2018-02-05,1998-09-22,,SMA/SMK,7267384,Excellent,No
SUM0832,Ir. Yuni Yuliarti,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Marketing Coordinator,2022-01-22,1978-01-30,,Sarjana (S1),10102426,Good,Yes
MAF0111,"Calista Widodo, M.TI.",Female,Malang,Jawa Timur,-7.9819,112.6265,Business Development,Project Coordinator,2016-06-02,1983-11-17,2017-03-01,Sarjana (S1),10126252,Needs Improvement,No
MAF0112,"R. Kezia Yuniar, S.Pt",Female,Malang,Jawa Timur,-7.9819,112.6265,Operations,Logistics Specialist,2021-10-15,1996-01-26,,Diploma,8801043,Satisfactory,No
BAM0371,"Tgk. Jarwa Yulianti, S.E.I",Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Logistics Specialist,2018-11-19,1987-10-17,2023-02-08,Sarjana (S1),10911002,Good,Yes
SUM0833,Ira Waluyo,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2023-09-08,1988-06-10,,SMA/SMK,5288079,Good,No
BAF0327,Zahra Lazuardi,Female,Bandung,Jawa Barat,-6.9175,107.6191,Business Development,Project Coordinator,2015-09-06,1994-04-03,,Magister (S2),11421054,Good,Yes
SUM0834,Makuta Pradipta,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2024-06-12,1970-10-26,,Sarjana (S1),8633619,Satisfactory,No
SUM0835,"Gina Winarsih, S.Sos",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2024-09-17,1982-10-19,,Diploma,5000000,Satisfactory,Yes
DEF0104,Ulva Wulandari,Female,Denpasar,Bali,-8.6705,115.2126,HR,Recruiter,2022-11-06,1987-03-02,,Diploma,7401438,Satisfactory,No
SUF0685,"Drs. Mustofa Laksmiwati, M.TI.",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Customer Service,Support Specialist,2018-05-02,1994-09-22,,SMA/SMK,5000000,Needs Improvement,No
JAM0317,"Marsudi Astuti, M.TI.",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Software Developer,2019-09-29,1976-03-24,,Diploma,12192677,Needs Improvement,Yes
TAF0196,Azalea Prayoga,Female,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2024-08-08,1989-11-20,,Diploma,9366930,Excellent,Yes
BOM0152,Ir. Yance Nasyidah,Male,Bogor,Jawa Barat,-6.595,106.8167,Customer Service,Support Specialist,2015-09-21,1975-06-27,,SMA/SMK,5550085,Satisfactory,No
SUM0836,Nyana Tamba,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2023-11-26,1977-08-05,,Diploma,5000000,Satisfactory,Yes
BAM0372,dr. Hilda Suryatmi,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Sales & Marketing,Marketing Coordinator,2018-12-12,1983-03-03,2024-03-04,Sarjana (S1),10297420,Good,No
BAF0328,Ulya Setiawan,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Logistics Specialist,2023-07-09,1990-09-01,,Sarjana (S1),10304264,Good,No
SUM0837,Ganjaran Gunawan,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2018-09-17,1999-04-26,,Diploma,9580067,Good,No
TAM0237,Icha Nainggolan,Male,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2016-08-18,1985-05-28,,Diploma,10961333,Good,No
UBF0072,"Ilyas Suryono, S.Sos",Female,Ubud,Bali,-8.519,115.263,Customer Service,Customer Care Representative,2017-01-17,1981-10-25,,SMA/SMK,5007381,Needs Improvement,Yes
JAM0318,Cinta Prasetya,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2019-01-28,1984-04-24,2025-08-23,SMA/SMK,5853911,Satisfactory,No
BAM0373,"Darmana Waluyo, S.Psi",Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Support Specialist,2016-05-03,1989-12-09,,Diploma,5435941,Good,Yes
SUF0686,Zahra Widiastuti,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2019-08-02,1986-01-16,,Sarjana (S1),10946864,Satisfactory,Yes
SUM0838,Anastasia Saefullah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2016-12-28,1975-06-23,,SMA/SMK,6557872,Satisfactory,Yes
JAM0319,Labuh Mustofa,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2018-06-22,2003-04-21,,SMA/SMK,6415570,Good,No
BAF0329,Hj. Gilda Prayoga,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2021-12-21,2001-01-28,,SMA/SMK,6330117,Satisfactory,No
SUM0839,Darmana Novitasari,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2021-04-05,2003-08-02,,Diploma,11338483,Good,Yes
BAM0374,Cinthia Haryanti,Male,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Representative,2024-09-12,1973-04-30,,SMA/SMK,5139189,Good,No
MAF0113,Emong Mandasari,Female,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Marketing Coordinator,2019-11-07,1995-01-29,,Sarjana (S1),9237641,Excellent,No
SUM0840,Ganjaran Tarihoran,Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Software Developer,2016-07-31,1991-10-08,,Diploma,12997244,Good,No
TAM0238,Patricia Najmudin,Male,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2019-02-04,1970-01-31,,Diploma,9024373,Satisfactory,No
TAF0197,Hasan Nashiruddin,Female,Tangerang,Banten,-6.1702,106.6319,IT,Network Engineer,2021-03-06,1973-01-23,,Sarjana (S1),8276467,Good,No
SUM0841,Ghaliyati Sirait,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Marketing Coordinator,2024-10-19,1987-07-15,,Sarjana (S1),9953522,Good,No
JAF0298,"Drs. Adiarja Hutapea, M.Farm",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2023-12-09,1969-01-18,,Diploma,11685619,Satisfactory,No
SUM0842,Drs. Hamima Irawan,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2016-05-09,1989-05-15,,Diploma,5127144,Satisfactory,Yes
JAF0299,Among Tamba,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2023-09-23,1979-07-18,,Sarjana (S1),9656988,Good,No
JAM0320,"Silvia Wibisono, S.Psi",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Support Specialist,2021-06-21,1984-11-19,,Diploma,5000000,Good,Yes
UBF0073,Ophelia Lazuardi,Female,Ubud,Bali,-8.519,115.263,Customer Service,Customer Care Representative,2019-09-19,1973-01-20,2023-10-10,SMA/SMK,5000000,Satisfactory,No
BOM0153,Bakiadi Kusmawati,Male,Bogor,Jawa Barat,-6.595,106.8167,Customer Service,Support Specialist,2018-09-12,1991-10-31,,Diploma,5509820,Good,No
MAM0135,Dariati Yuliarti,Male,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Marketing Coordinator,2017-04-18,1971-07-18,,Sarjana (S1),11046866,Good,No
TAF0198,Cut Kayla Damanik,Female,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Marketing Coordinator,2021-11-14,1983-03-23,,Sarjana (S1),9391065,Good,No
UBF0074,Yono Sitorus,Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Executive,2023-02-05,1986-12-08,,Diploma,6796591,Needs Improvement,No
BAM0375,Harjo Mangunsong,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,HR,HR Assistant,2015-02-13,1999-07-04,,SMA/SMK,5815352,Good,No
BAF0330,Drs. Carla Nasyiah,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2018-07-21,1980-04-25,,SMA/SMK,6722914,Good,Yes
BAF0331,R. Zulaikha Latupono,Female,Bandung,Jawa Barat,-6.9175,107.6191,HR,Recruiter,2017-09-29,1971-11-30,,Diploma,6654730,Satisfactory,Yes
DEM0088,"Drs. Jindra Narpati, S.I.Kom",Male,Denpasar,Bali,-8.6705,115.2126,Operations,Logistics Specialist,2021-11-12,2001-04-15,,Diploma,9678368,Needs Improvement,No
SUF0687,Hilda Thamrin,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2020-03-05,1991-09-09,,Diploma,5754997,Needs Improvement,No
BOM0154,"Pia Kusmawati, S.H.",Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Sales Executive,2017-03-04,1979-08-03,,Diploma,8300252,Satisfactory,Yes
TAM0239,Violet Mandala,Male,Tangerang,Banten,-6.1702,106.6319,HR,Recruiter,2018-12-26,1994-03-12,,Diploma,7676865,Good,No
SUF0688,Yuni Yolanda,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2023-02-02,1980-05-25,,SMA/SMK,5000000,Satisfactory,No
BAM0376,Jabal Novitasari,Male,Bandung,Jawa Barat,-6.9175,107.6191,Finance,Finance Assistant,2017-11-20,1974-09-29,,Diploma,6640780,Good,No
BEF0123,Febi Natsir,Female,Bekasi,Jawa Barat,-6.2383,106.9756,Sales & Marketing,Sales Representative,2016-12-11,1999-04-19,,SMA/SMK,5002136,Good,Yes
JAF0300,Gamblang Hasanah,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2023-04-14,1975-02-24,,SMA/SMK,5000000,Satisfactory,No
UBM0104,"T. Salman Saputra, S.T.",Male,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Executive,2021-07-20,1988-03-03,2027-02-15,SMA/SMK,7382983,Satisfactory,No
SUM0843,Wani Riyanti,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2018-09-06,2003-05-23,,SMA/SMK,5289514,Needs Improvement,No
UBM0105,"Adikara Firgantoro, S.Gz",Male,Ubud,Bali,-8.519,115.263,Finance,Accountant,2023-01-12,1993-05-16,,Diploma,8816934,Satisfactory,No
SUF0689,H. Eluh Nuraini,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2017-03-17,1979-04-21,,SMA/SMK,6784679,Excellent,No
SUF0690,"dr. Prakosa Pratama, S.IP",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2018-08-19,1980-12-26,,Diploma,10425864,Good,No
BAM0377,Prakosa Mandala,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Finance,Accountant,2021-04-23,1969-10-24,,Diploma,8673898,Satisfactory,No
SUF0691,Lukman Prasetya,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2015-07-30,1982-01-03,,SMA/SMK,6775521,Needs Improvement,No
JAM0321,Hani Puspasari,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2018-11-16,1989-03-26,,SMA/SMK,6301161,Good,No
JAM0322,Rama Saptono,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2019-04-27,1998-08-06,,SMA/SMK,5699213,Good,No
UBM0106,Samiah Oktaviani,Male,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Representative,2018-11-01,1999-02-27,,SMA/SMK,6856974,Good,No
BAF0332,Arta Napitupulu,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Finance,Finance Assistant,2014-12-07,1973-04-21,,Diploma,8865853,Good,Yes
MAF0114,Labuh Mandasari,Female,Malang,Jawa Timur,-7.9819,112.6265,Operations,Logistics Specialist,2017-07-20,1980-09-28,,Diploma,10626645,Good,No
SUM0844,"Anastasia Permata, S.E.",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2017-04-22,1971-02-16,2021-11-05,Sarjana (S1),9753267,Good,No
SUM0845,"Anom Wastuti, S.Ked",Male,Surabaya,Jawa Timur,-7.2575,112.7521,HR,Recruiter,2015-01-05,1995-12-16,,Diploma,8132203,Satisfactory,No
SUM0846,Darman Halimah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Business Analyst,2017-01-21,1969-07-03,,Sarjana (S1),17910223,Good,No
SEM0118,Icha Hastuti,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Operations Coordinator,2015-04-14,1969-05-03,,Diploma,11023000,Needs Improvement,No
TAM0240,Jessica Palastri,Male,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2023-09-29,1996-01-26,,Diploma,10086899,Good,No
DEM0089,Rahmat Palastri,Male,Denpasar,Bali,-8.6705,115.2126,IT,Software Developer,2020-10-11,1996-10-18,,Diploma,11213537,Good,Yes
DEM0090,"Tgk. Marsito Prayoga, S.H.",Male,Denpasar,Bali,-8.6705,115.2126,Customer Service,Support Specialist,2020-02-03,1993-03-16,,Diploma,5252935,Good,No
TAM0241,"Vicky Handayani, M.Pd",Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Customer Care Representative,2023-12-16,1987-06-07,,SMA/SMK,5000000,Good,No
BOM0155,"Drs. Aisyah Agustina, S.Sos",Male,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2018-02-20,1992-11-01,,Sarjana (S1),12271041,Good,Yes
MAM0136,Maya Pratiwi,Male,Malang,Jawa Timur,-7.9819,112.6265,Customer Service,Customer Care Representative,2024-01-17,1988-09-14,,SMA/SMK,5818675,Satisfactory,Yes
TAM0242,"drg. Lulut Narpati, S.E.",Male,Tangerang,Banten,-6.1702,106.6319,HR,Payroll,2018-08-19,1995-04-14,,Diploma,7637053,Good,No
TAM0243,Cinthia Kuswandari,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Executive,2023-11-04,2001-10-26,,SMA/SMK,8149717,Good,No
JAF0301,"Rahmi Maryati, M.Farm",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2019-05-16,1970-09-24,,SMA/SMK,5620579,Good,No
JAF0302,Drs. Karen Hutasoit,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2020-07-06,1989-02-28,2026-02-04,Diploma,7757767,Good,No
JAM0323,Tina Tamba,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2015-07-26,1995-03-09,,Diploma,9865507,Good,Yes
SUM0847,"Salimah Agustina, M.Ak",Male,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Operations Coordinator,2015-05-05,1993-10-15,,Diploma,9043894,Needs Improvement,No
DEF0105,"Halima Mandasari, S.Sos",Female,Denpasar,Bali,-8.6705,115.2126,Operations,Operations Coordinator,2018-12-17,2000-01-30,,Diploma,10789993,Needs Improvement,No
BAM0378,Ajimin Pudjiastuti,Male,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Support Specialist,2022-09-18,1995-07-25,,SMA/SMK,5193866,Good,Yes
SUM0848,Dr. Ikin Riyanti,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2019-04-04,1972-01-22,,SMA/SMK,6111323,Excellent,No
TAM0244,"Cut Farah Wacana, S.Gz",Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Representative,2016-03-21,1983-04-27,,SMA/SMK,5732568,Needs Improvement,No
SUM0849,Vega Anggriawan,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2016-03-23,1969-11-12,,Diploma,5293453,Good,No
JAM0324,Diana Pratiwi,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2015-12-02,1970-11-21,,Sarjana (S1),11439079,Good,Yes
SUM0850,drg. Daniswara Marbun,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Finance Assistant,2020-06-05,1971-10-17,2021-09-02,Diploma,7458327,Satisfactory,No
JAM0325,Emas Haryanto,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,HR,Payroll,2019-07-31,1990-10-02,,SMA/SMK,7120765,Good,Yes
SUF0692,Bakda Megantara,Female,Surakarta,Jawa Tengah,-7.556,110.8317,HR,HR Assistant,2018-12-24,1970-03-14,,SMA/SMK,5105706,Satisfactory,No
SUM0851,"drg. Humaira Natsir, M.Kom.",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2018-05-01,1975-10-06,,Sarjana (S1),11376200,Good,Yes
SUM0852,"dr. Viktor Safitri, S.Pt",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2023-10-20,2003-02-13,2027-08-26,Diploma,9555779,Good,No
SUM0853,Indra Kuswoyo,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2015-05-14,1998-01-15,,Sarjana (S1),10278822,Good,No
TAF0199,Ir. Langgeng Usamah,Female,Tangerang,Banten,-6.1702,106.6319,IT,Software Developer,2015-10-18,1998-09-29,,Diploma,11382049,Satisfactory,No
UBF0075,R. Hamima Padmasari,Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Representative,2023-04-30,1986-02-09,,SMA/SMK,5391228,Good,No
SEF0091,"Kenes Yulianti, S.Sos",Female,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Operations Coordinator,2022-11-28,1972-12-31,,Diploma,9320621,Good,No
SUF0693,"Elma Pratama, S.H.",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2018-06-15,1980-08-12,,Diploma,9568632,Excellent,No
BAM0379,"Sutan Caturangga Situmorang, S.E.",Male,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Support Specialist,2015-04-10,1990-07-10,,Diploma,6031673,Satisfactory,Yes
SUF0694,"Ega Saptono, S.E.I",Female,Surabaya,Jawa Timur,-7.2575,112.7521,HR,HR Assistant,2023-04-07,1976-03-22,,SMA/SMK,5054749,Satisfactory,No
JAM0326,"Cindy Tamba, S.H.",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Finance,Finance Assistant,2018-06-11,1988-09-02,,Diploma,7330034,Good,No
BAM0380,"Olivia Sinaga, S.IP",Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Sales & Marketing,Marketing Coordinator,2018-02-25,1985-11-02,,Sarjana (S1),11727358,Satisfactory,No
JAF0303,Xanana Palastri,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2022-04-25,1995-08-10,,Sarjana (S1),8517266,Good,No
BOM0156,KH. Daliman Kusmawati,Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Marketing Coordinator,2015-12-27,1995-03-31,,Sarjana (S1),11153731,Excellent,No
BAF0333,Upik Setiawan,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2021-04-08,1979-01-07,,SMA/SMK,6206973,Excellent,No
UBF0076,R.M. Viktor Adriansyah,Female,Ubud,Bali,-8.519,115.263,Operations,Logistics Specialist,2016-09-17,1970-10-18,,Sarjana (S1),13842938,Excellent,No
JAM0327,Gadang Manullang,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2020-06-20,2001-06-09,,SMA/SMK,5000000,Good,Yes
SEF0092,Omar Rahimah,Female,Semarang,Jawa Tengah,-6.9667,110.4167,HR,Payroll,2017-09-22,1988-09-14,,Diploma,6394958,Good,No
SUF0695,R.M. Dirja Suwarno,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2021-04-27,1982-11-29,,Sarjana (S1),8849074,Good,Yes
JAF0304,Gatra Damanik,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2018-08-18,1986-10-22,2023-07-16,SMA/SMK,5341349,Good,Yes
BAM0381,Mahmud Suryatmi,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Network Engineer,2016-09-25,1996-07-13,2025-10-02,Sarjana (S1),9831316,Good,Yes
BOM0157,"Tgk. Langgeng Hassanah, M.Ak",Male,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2022-12-05,1983-02-28,,Diploma,8651548,Good,No
BAF0334,Kani Winarsih,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Operations Coordinator,2018-09-01,1990-06-21,,Diploma,9075152,Good,Yes
MAM0137,"Sutan Umaya Hartati, S.Psi",Male,Malang,Jawa Timur,-7.9819,112.6265,Finance,Finance Assistant,2023-03-14,1991-02-26,2032-03-16,Diploma,6033130,Satisfactory,No
SUM0854,Bala Hariyah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2015-05-29,1990-08-23,,Sarjana (S1),12621356,Good,No
TAM0245,Amalia Kuswoyo,Male,Tangerang,Banten,-6.1702,106.6319,Finance,Accountant,2018-05-17,2003-05-08,,Diploma,9944461,Good,No
BAM0382,Carla Kurniawan,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Software Developer,2022-01-17,1992-10-09,,Diploma,11850737,Satisfactory,Yes
SUM0855,Lanang Puspasari,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2016-06-26,1985-07-05,,SMA/SMK,6030054,Needs Improvement,Yes
SUM0856,"Dr. Dadi Nurdiyanti, S.Farm",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2021-06-25,1991-03-01,,Sarjana (S1),9469146,Good,Yes
SUF0696,dr. Luthfi Wibowo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2015-09-29,2001-10-22,,Diploma,9015398,Good,No
JAM0328,drg. Mitra Siregar,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2024-04-18,2000-05-05,,Diploma,7950718,Good,Yes
BOM0158,Ir. Tomi Hidayanto,Male,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2017-04-09,1984-07-08,,Diploma,13847550,Good,No
SEF0093,dr. Usyi Puspasari,Female,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Logistics Specialist,2015-02-11,1987-04-22,,Diploma,10412003,Needs Improvement,No
SUM0857,R. Rahman Pratiwi,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Finance,Accountant,2022-09-12,1992-11-06,,Diploma,7469199,Excellent,No
SUM0858,"Dr. Zaenab Simbolon, M.Farm",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Finance Assistant,2019-04-26,1973-10-08,,Diploma,7290201,Satisfactory,No
BAF0335,"Tira Farida, S.T.",Female,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Marketing Coordinator,2020-11-05,1990-05-01,2022-02-02,Sarjana (S1),9792918,Good,No
SEM0119,Irwan Prasetyo,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Sales & Marketing,Marketing Coordinator,2015-03-28,1972-12-07,,Sarjana (S1),10582974,Satisfactory,No
BAF0336,Kasiran Budiman,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Support Specialist,2015-08-31,1972-09-21,,SMA/SMK,5196128,Good,No
SUF0697,Laksana Handayani,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2020-09-30,1985-06-24,,Diploma,5168337,Good,Yes
SUF0698,dr. Perkasa Sitorus,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Marketing Coordinator,2022-11-26,1993-04-28,2028-06-20,Sarjana (S1),8266804,Good,No
BAF0337,Balidin Wastuti,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Support Specialist,2017-11-02,1974-11-05,,Diploma,5257880,Excellent,Yes
MAM0138,Hendra Puspasari,Male,Malang,Jawa Timur,-7.9819,112.6265,Customer Service,Customer Care Representative,2017-05-30,2003-04-28,,SMA/SMK,7022831,Good,Yes
BEF0124,"Drs. Pangeran Andriani, S.E.I",Female,Bekasi,Jawa Barat,-6.2383,106.9756,Operations,Operations Coordinator,2023-07-26,1995-10-25,,Diploma,8277683,Satisfactory,Yes
SUM0859,Sarah Prasetya,Male,Surakarta,Jawa Tengah,-7.556,110.8317,IT,Network Engineer,2016-04-24,1991-11-19,,Diploma,8861815,Excellent,No
BAM0383,Hafshah Hutagalung,Male,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Marketing Coordinator,2014-12-16,1971-05-29,,Sarjana (S1),11015309,Good,Yes
DEF0106,Daruna Pradipta,Female,Denpasar,Bali,-8.6705,115.2126,HR,HR Assistant,2020-12-18,1979-09-06,,SMA/SMK,5081824,Good,No
JAF0305,"Drs. Najam Wijaya, S.Gz",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2016-01-24,1983-04-14,,SMA/SMK,6836778,Good,No
UBF0077,Ir. Icha Pratama,Female,Ubud,Bali,-8.519,115.263,Operations,Logistics Specialist,2015-06-07,1990-08-20,,Diploma,14055915,Satisfactory,No
